,index,Unnamed: 0,review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,is_restaurant,aspects_sentiment,index,seating,Service,service,food,atmosphere,Food,Atmosphere,outdoor seating,experience,setting,quality food,FOOD,prices,weather,location,SERVICE,environment,services,outdoor setting,food atmosphere,Seating,food quality,scenery,Location,food quality way,family atmosphere,Great Food,Excellent Service,seating area,food quality side,Environment,experiences
31,38974,1048938,kNu6ejrxEcyHuk4b9SLRzw,NEeSdX-hNbEmB1da3O4NHw,cZ6sHHLv7VSmuFSxP6sQLg,1,0,13,0,"The waiter messed up my order completely, giving me spam and beancurd with ma la when I had ordered bok choy and beef and the original soup base. So I brought it back but got SPAM and BEANCURD again (but no ma la) :(((((((((((((( I hate spam and beancurd. also this place is overpriced.


update: I GOT DA RUNS",2017-02-20 21:54:48.000000000,Lao Wang,"6530 Pardall Rd, Ste B",Goleta,CA,93117,34.4132721,-119.85478,3.5,145,1,"{'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'False', 'WiFi': ""u'no'"", 'ByAppointmentOnly': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'True', 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': False}"", 'WheelchairAccessible': 'True', 'RestaurantsAttire': ""'casual'"", 'BYOB': 'False', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'HappyHour': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'GoodForKids': 'True', 'Ambience': ""{u'divey': None, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': None, u'intimate': False, u'romantic': False, u'classy': False, u'upscale': False}"", 'DogsAllowed': 'True', 'BikeParking': 'True'}","Noodles, Restaurants, Gluten-Free, Creperies, Chinese, Asian Fusion","{'Monday': '0:0-0:0', 'Tuesday': '11:0-22:0', 'Wednesday': '11:0-22:0', 'Thursday': '11:0-22:0', 'Friday': '11:0-22:0', 'Saturday': '11:0-22:0', 'Sunday': '11:0-22:0'}",Y,{},31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,83296,2385268,ar7urFah3KSLd-SnMKhnRg,RrawP_951muIMYNNznzpQg,A263bVzMdU_-TIMhewOrjQ,5,1,0,0,Best menudo in goleta and sb ! The staff is amazing and one of the only places left in town that remembers what you get every time ! Love it here !,2016-12-08 15:24:37.000000000,Domingo's Cafe,5782 Hollister Ave,Goleta,CA,93117,34.4359922,-119.8260009,4.0,252,1,"{'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'HasTV': 'False', 'GoodForKids': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'Caters': 'True', 'RestaurantsAttire': ""u'casual'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'WiFi': ""'free'"", 'DogsAllowed': 'False', 'RestaurantsReservations': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': None, 'dinner': False, 'brunch': True, 'breakfast': True}"", 'RestaurantsTableService': 'True', 'RestaurantsDelivery': 'None'}","Breakfast & Brunch, Restaurants, Mexican, American (Traditional)","{'Monday': '6:0-14:0', 'Tuesday': '6:0-14:0', 'Wednesday': '6:0-14:0', 'Thursday': '6:0-14:0', 'Friday': '6:0-14:0', 'Saturday': '6:0-14:0', 'Sunday': '6:0-14:0'}",Y,{},32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,78429,2241163,WOdRCOjLEWywFgq0dVCvWg,cZ16H_Fc3s2-2AYrs-LEJg,U2hkeMI-q4cS35QolJYN0A,4,0,0,0,"This was our place of choice for 3+ years until 2 of the chef's opened up Ahi sushi on upper state street, which is less touristy and better priced. Very good food, and I would recommend it to anyone visiting. Parking is ....interesting.",2007-12-10 15:46:07.000000000,Arigato Sushi,1225 State St,Santa Barbara,CA,93101,34.4238502,-119.7054774,4.0,980,1,"{'Caters': 'False', 'RestaurantsTakeOut': 'True', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'yes_corkage'"", 'Corkage': 'True', 'OutdoorSeating': 'True', 'RestaurantsPriceRange2': '3', 'RestaurantsAttire': ""'casual'"", 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsReservations': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsTableService': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Restaurants, Sushi Bars, Japanese, Asian Fusion","{'Monday': '17:0-22:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '17:0-22:30', 'Saturday': '17:0-22:30', 'Sunday': '17:0-22:0'}",Y,{'food': 'positive'},33,,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,140197,4178363,cvhNmzt91h5pcaFou-Hlcg,unb-_vTmHxKOSi50E2tidA,6EizP0XyqITuGZ8GZMI9Lw,5,0,0,0,"Five stars for charm and romance. Four for food. 

Across from the Santa Barbara Harbor, with a view of the sailboats, water, sand. I found this when I was jogging on the far end of a stretch of tourist beach hotels. I was sure it would be a typical tourist joint with a good view, horrible food. But the strong Yelp reviews convinced my husband and I to make an impulse reservation when we were in town for our wedding anniversary.

We weren't disappointed! 

The location is so incredibly cute and European; I think I'd love it even if the food were bad. The tables are pressed up against the sidewalk windows, which have geraniums growing in window boxes. 

And the waiter had a lot of personality, sharing stories about the birthday present (wine) he got of his 80+-year-old father, who has the same birthday as me. I don't eat meat and had the handmade ricotta and tomato sauce ravioli and the tomato soup. They were good but not excellent. The thick ricotta filling in the pasta could have been improved by adding a variety of cheeses, in my opinion. My husband had the rigatoni with sausage and liked it but agreed it wasn't life changing. 

The drinks were memorable. There was a special marg on the menu for Fiesta weekend that was good. My husband had the Italian Stallion, kind of like an old fashioned. Both were awesome. 

I loved the people and vibe and can't wait to come back soon! Thanks guys.",2015-08-11 04:58:57.000000000,Toma Restaurant & Bar,324 West Cabrillo Blvd,Santa Barbara,CA,93101,34.408633,-119.693496,4.5,1084,1,"{'BikeParking': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'no'"", 'RestaurantsPriceRange2': '3', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'Smoking': ""u'no'"", 'HappyHour': 'True', 'RestaurantsDelivery': 'None', 'GoodForKids': 'True', 'Corkage': 'True', 'RestaurantsGoodForGroups': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'RestaurantsTableService': 'True', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}"", 'GoodForDancing': 'False', 'CoatCheck': 'False', 'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'Caters': 'False', 'RestaurantsAttire': ""u'casual'"", 'BYOB': 'False', 'RestaurantsTakeOut': 'True'}","American (New), Italian, Bars, Restaurants, Nightlife, Food, Beer, Wine & Spirits","{'Monday': '17:0-21:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0', 'Sunday': '17:0-21:0'}",Y,{},34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,178695,5175399,TmtLPGADfDyfm8MVHvQArQ,vygXDF_zVbH9j7AC5EYwSw,KcGCtmMca0EjY_wCv_HN4Q,5,0,0,1,"MERCURY LOUNGERS!!!!

Do not miss FRUITION STRING BAND on March the 8th.  Quite possibly the best talent about to take the country by storm!!!  They are from the Portland area (Opened for LEFTOVER SALMON on New Years) and they are FILLING THE HOUSE WHEREVER THEY GO!

Check them out @ http://www.fruitionstringband.com/

I can't stop following them around the country-see you there!

randomlee",2012-02-13 18:23:25.000000000,Mercury Lounge,5871 Hollister Ave,Goleta,CA,93117,34.435818,-119.8283385,4.0,155,0,"{'BusinessAcceptsCreditCards': 'True', 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsPriceRange2': '2', 'HasTV': 'False', 'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'True', 'NoiseLevel': ""u'average'"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': True, 'wednesday': False, 'thursday': True, 'sunday': False, 'saturday': True}"", 'WheelchairAccessible': 'True', 'Corkage': 'True', 'HappyHour': 'True', 'WiFi': ""'no'"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': True, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'BYOB': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'CoatCheck': 'False', 'Smoking': ""u'no'"", 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Music Venues, Arts & Entertainment, Bars, Lounges, Nightlife","{'Monday': '0:0-0:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-22:0', 'Saturday': '17:0-22:0'}",Y,{},35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,71200,2065183,4TG68p1cCi_NZjIzyVRHXA,B1deCCm0Gry5SdfIID2-Lg,QaFbv7aLQBcfT4xMF1_WnQ,5,0,0,0,"Amazing service and food! Best Burger ever. 
Flatbread rules
My friends love it and now so do I! 
The pizza amazing the burger better. 
Atmosphere is excellent, owners are lovely, music feels good.",2015-08-28 19:36:23.000000000,Rockfire Grill,6583 Pardall Rd,Goleta,CA,93117,34.4128786,-119.8577837,4.5,1246,1,"{'OutdoorSeating': 'True', 'WheelchairAccessible': 'True', 'RestaurantsGoodForGroups': 'True', 'DogsAllowed': 'True', 'DriveThru': 'False', 'HappyHour': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'HasTV': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'WiFi': ""u'free'"", 'BusinessAcceptsBitcoin': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'NoiseLevel': ""'average'"", 'GoodForMeal': ""{u'breakfast': None, u'brunch': None, u'lunch': True, u'dinner': None, u'latenight': None, u'dessert': None}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True', 'Alcohol': ""u'beer_and_wine'"", 'ByAppointmentOnly': 'False', 'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True'}","Restaurants, Chicken Wings, Sandwiches, Breakfast & Brunch, Pizza, Burgers","{'Monday': '0:0-0:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-19:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '17:0-22:0', 'Sunday': '11:0-22:0'}",Y,"{'service': 'positive', 'food': 'positive', 'Atmosphere': 'positive'}",36,,,positive,positive,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,
37,221010,6296929,1WV31j2WEMeIvkx8OTlLtw,yvnlZu0hdoCHI9HGebQxGw,GuzbBFraIq-fbkjfvaTRvg,4,0,0,0,Stopped by this place on the way to our hotel in Goleta. Looked up healthy food in the location and this caught our eye. We love brussel sprouts so had to try them when we saw them on the menu. They were delicious and were a plentiful amount! My Mediterranean bowl was delicious especially the hummus and the pita bread. I love that the falafel was super crispy but it was a tad bit dry. Lunch was filling and delicious!,2020-10-23 23:26:57.000000000,Mesa Verde,1919 Cliff Dr,Santa Barbara,CA,93109,34.4013485,-119.7230803,4.5,1796,1,"{'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsTableService': 'True', 'Caters': 'False', 'BikeParking': 'True', 'DogsAllowed': 'True', 'Alcohol': ""u'beer_and_wine'"", 'WiFi': ""u'free'"", 'WheelchairAccessible': 'True', 'HappyHour': 'False', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsBitcoin': 'False', 'GoodForMeal': ""{u'breakfast': False, u'brunch': None, u'lunch': True, u'dinner': True, u'latenight': False, u'dessert': None}""}","Garage Door Services, Restaurants, Live/Raw Food, Food, Home Services, Mediterranean, Keys & Locksmiths, Burgers, Vegetarian, Juice Bars & Smoothies, Vegan, Salad","{'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Y,{'food': 'positive'},37,,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,93396,2872082,5fzKJuiGU_S3vrCQZtzMzg,XZjlIMAjgLaSy4JLVYNudA,L6nIOUwcTGgQKExGHmvTzQ,4,1,2,1,"Broken rice dishes are good.
Bun bo Hue is good too.
The lady owner is harmless.. She is just funny.

Go try it",2009-01-08 02:29:46.000000000,Noodle City,5869 Hollister Ave,Goleta,CA,93117,34.435791,-119.828303,3.5,480,1,"{'BikeParking': 'True', 'RestaurantsReservations': 'False', 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'Caters': 'False', 'WiFi': ""u'no'"", 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'False', 'Alcohol': ""'none'"", 'DogsAllowed': 'False', 'OutdoorSeating': 'None', 'RestaurantsDelivery': 'True', 'RestaurantsTableService': 'True', 'HappyHour': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': None, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsTakeOut': 'None', 'BusinessParking': ""{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}""}","Food, Vietnamese, Restaurants, Noodles","{'Monday': '10:0-21:0', 'Tuesday': '10:0-21:0', 'Wednesday': '10:0-21:0', 'Thursday': '10:0-21:0', 'Friday': '10:0-21:0', 'Saturday': '10:0-21:0'}",Y,{},38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,156142,4502053,td-dJAIammEtPpJzezZcyw,uZATKE-zikgKNef4WCMNWQ,SeneXbKmhHhPtzyTDPDnvA,4,0,0,0,"Got the Gaucho & Cheese sandwich, and it was dank. They kinda over-drench the sauces for this sub but the taste definitely makes up for it :D 
Price is kinda steep for a sandwich (mind as well go get subway)",2017-06-29 19:30:36.000000000,Sam's To Go - Isla Vista,6560 Pardall Rd,Isla Vista,CA,93117,34.413137,-119.8566658,4.0,135,1,"{'RestaurantsGoodForGroups': 'True', 'BikeParking': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'True', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'beer_and_wine'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'HappyHour': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'Smoking': ""u'no'"", 'CoatCheck': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Caters': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForDancing': 'False', 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}""}","Bars, American (New), Sandwiches, Nightlife, Beer Bar, Restaurants","{'Monday': '9:0-22:30', 'Tuesday': '9:0-22:30', 'Wednesday': '9:0-22:30', 'Thursday': '9:0-22:30', 'Friday': '9:0-22:30', 'Saturday': '9:0-22:30', 'Sunday': '9:0-22:30'}",Y,{},39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,232042,6478615,RLdHqjHSrz_CHWtNgteBlw,SP5fJUO8-uoLEH4SaQ9fbg,q0DRuEAxE5i57xNSTrDP4Q,4,0,0,0,"I have heard some negative comments about some of the meat entrees from naan stop and the samosas are kind of lacking, but overall I think Naan stop is pretty good. I stick with the veggie options and get naan with chutney. It isn't the best indian food but when I get a craving and am not in the mood for driving all the way downtown Naan stop is always there for me.",2010-09-22 22:16:07.000000000,Naan Stop,966 Embarcadero Del Mar,Isla Vista,CA,93117,34.4116480421,-119.8569087178,3.5,323,1,"{'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""'casual'"", 'Corkage': 'False', 'RestaurantsPriceRange2': '1', 'BYOBCorkage': ""'yes_free'"", 'Alcohol': ""'none'"", 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': None, 'validated': False, 'lot': None, 'valet': False}"", 'WiFi': ""'free'"", 'NoiseLevel': ""u'average'"", 'OutdoorSeating': 'True', 'HasTV': 'True', 'Caters': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'RestaurantsDelivery': 'True'}","Indian, Food, Restaurants, Bubble Tea, Pakistani, Fast Food","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}",Y,{'food': 'positive'},40,,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,189801,5608207,Prbln4zATSvZF3SOtwWDQA,iIHQ0x4ZG66Ya-2EXRROGg,yPSejq3_erxo9zdVYTBnZA,5,0,0,0,"So good! Doesn't disappoint. The line was out the door and it was definitely worth the wait. Food has amazing flavors. All the different salsas have distinct flavors. I had to try them all. Service is friendly and I wouldn't bother eating Mexican food elsewhere in Santa Barbara. It may not be close to the waterfront, but it's worth it once you find it.",2017-11-16 19:05:09.000000000,Los Agaves,600 N Milpas St,Santa Barbara,CA,93101,34.4274939,-119.686624,4.5,3834,1,"{'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'NoiseLevel': ""u'average'"", 'GoodForKids': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'BikeParking': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'HappyHour': 'True', 'RestaurantsTableService': 'False', 'DogsAllowed': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'Caters': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}"", 'DriveThru': 'False', 'HasTV': 'True', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'""}","Mexican, Restaurants","{'Monday': '11:0-21:0', 'Tuesday': '11:0-21:0', 'Wednesday': '11:0-21:0', 'Thursday': '11:0-21:0', 'Friday': '11:0-21:0', 'Saturday': '11:0-21:0', 'Sunday': '11:0-21:0'}",Y,{'Service': 'positive'},41,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,114790,3467305,wcoKyuTY2VP2-d1H-Chb2Q,WAI3Cdet-35aTjeetB1dHA,x1YPj22nR3b0S_fDVWTGZw,5,0,0,0,"Best fried chicken spot in IV! Huge portions and great flavors overall, wait time can take a little long but I always just order on the phone ahead of time. Would highly recommend if you're really into spicy food aswell !",2020-10-04 01:20:13.000000000,Vons Chicken,"955 Embarcadero Del Mar, Unit F",Isla Vista,CA,93117,34.4120096,-119.8575399,4.0,64,1,"{'RestaurantsTakeOut': 'True', 'BYOB': 'False', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True', 'OutdoorSeating': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'Caters': 'True', 'HasTV': 'False', 'Alcohol': ""u'none'"", 'RestaurantsTableService': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{u'divey': None, u'hipster': None, u'casual': None, u'touristy': False, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': False, u'upscale': None}"", 'BusinessParking': ""{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}"", 'WheelchairAccessible': 'True', 'Corkage': 'False'}","Chicken Shop, Korean, Chicken Wings, Fast Food, American (New), Soul Food, Restaurants","{'Monday': '0:0-0:0', 'Tuesday': '17:0-21:0', 'Wednesday': '17:0-21:0', 'Thursday': '17:0-21:0', 'Friday': '17:0-21:0', 'Saturday': '17:0-21:0', 'Sunday': '17:0-20:45'}",Y,{},42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,221123,6312315,59X4QRGl3tZkT0zXaBAPyg,0OMZVfIB4xpJ4j0oNbNE0g,skY6r8WAkYqpV7_TxNm23w,4,0,0,0,"Best Hang Out by Ocean - to meet up for happy hour, brunch, lunch whatever. I always meet here when people are visiting from out of town. Food, Drinks, Service - Good. BYO Conversation and Good Times.",2017-11-07 20:10:31.000000000,Boathouse at Hendry's Beach,2981 Cliff Dr,Santa Barbara,CA,93109,34.4032573848,-119.7437518546,4.0,2536,1,"{'Alcohol': ""u'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'HasTV': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'OutdoorSeating': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'DogsAllowed': 'False', 'Caters': 'False', 'HappyHour': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsTableService': 'True', 'BikeParking': 'True', 'ByAppointmentOnly': 'False', 'GoodForMeal': ""{'dessert': None, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': None}"", 'Ambience': ""{u'divey': False, u'hipster': False, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}"", 'RestaurantsDelivery': 'None', 'RestaurantsReservations': 'False'}","Seafood, Restaurants, Hawaiian, American (New), Breakfast & Brunch","{'Monday': '0:0-0:0', 'Tuesday': '7:30-21:0', 'Wednesday': '7:30-21:0', 'Thursday': '7:30-21:0', 'Friday': '7:30-21:0', 'Saturday': '7:30-21:0', 'Sunday': '7:30-21:0'}",Y,"{'Food': 'positive', 'Service': 'positive'}",43,,positive,,,,positive,,,,,,,,,,,,,,,,,,,,,,,,,,
44,163447,4806863,uZoM6M9yK2KqBUjxTeTfmA,ylHuw9Eg4OA0KsMmU7NvfA,V0RzUzlEUc279ZQ6eJ5nzw,1,10,0,0,"I wish Lauryn would respond properly. I bought (2) three packs of massages from this business, but apparently they sold the business and are not honoring them. I called and called, and finally got speak to a live person...who hung up on me.

That's a lot of money that my wife and I are out, and from the recent facebook activity it looks like I am not the only one.",2016-05-02 21:26:22.000000000,Wine Spa Santa Barbara,29 W Micheltorena St,Santa Barbara,CA,93101,34.4252075,-119.7089937,2.0,10,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'True', 'RestaurantsPriceRange2': '2'}","Wine Bars, Bars, Day Spas, Nightlife, Beauty & Spas","{'Tuesday': '11:0-20:0', 'Wednesday': '11:0-20:0', 'Thursday': '11:0-20:0', 'Friday': '11:0-20:0', 'Saturday': '12:0-17:0'}",Y,{},44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
